collected_at_jst,published_at,region,country,topic,article_frame,innovation_policy,policy_area,policy_relevance,source_type,source,title,title_ja,summary,summary_ja,url,canonical_id,first_seen,status,notes,scope_review_version,scope_reason,scope_content_type,scope_focus,scope_evidence,academic_kind,academic_review_version,review_status,venue,doi,citation_count,discovery_method,collection_mode
2026-07-26T21:02:36+09:00,2026-07-02T12:19:20Z,Global,Global,Healthcare,Technology Innovation,False,,1,Intergovernmental,WHO News,Patient enrolment begins in a scientific trial to identify the first effective treatments for Bundibugyo virus disease,,"In a major international effort to evaluate potential treatments for Ebola disease due to Bundibugyo virus (BVD), the PARTNERS clinical trial has opened enrolment today for patients in the Democratic Republic of the Congo.",,https://www.who.int/news/item/02-07-2026-patient-enrolment-begins-in-a-scientific-trial-to-identify-the-first-effective-treatments-for-bundibugyo-virus-disease,b424268179b4ae834ffefac3,2026-07-02T21:19:20+09:00,Excluded,,tech-innovation-v5,具体的な治療法の開発に関する情報が不足しているため,none,Bundibugyoウイルスに対する治療法,Bundibugyoウイルスに対する治療法の評価に関する国際的な試み,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-07-02T04:14:34Z,EU & Europe,European Patent Organisation,Biotechnology,Technology Innovation | Innovation Policy,True,Patents & Intellectual Property,4,Intergovernmental,European Patent Office News,European Inventor Award 2026 winners revealed,,"EPO celebrates inventors behind groundbreaking food chemistry, energy, biotechnology and environmental technology solutions",,https://www.epo.org/en/news-events/news/european-inventor-award-2026-winners-revealed,d8495892c6a9fdedd6dcbf0a,2026-07-02T13:14:34+09:00,Excluded,,tech-innovation-v4,特許に関する表彰の発表だが、具体的な技術革新が示されていないため,none,食品化学、エネルギー、バイオテクノロジーに関する発明,EPOが画期的な発明者を表彰,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-07-02T01:41:16Z,EU & Europe,European Patent Organisation,,Innovation Policy,True,Patents & Intellectual Property,4,Intergovernmental,European Patent Office News,Disruption due to earthquakes in Venezuela,,A notice in the Official Journal outlines remedies available where time limits were missed due to earthquake-related disruptions.,,https://www.epo.org/en/news-events/news/disruption-due-earthquakes-venezuela,f4d0c64ba4e57953558c8794,2026-07-02T10:41:16+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,,地震による影響に関する通知が記載されている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-07-02T00:00:00Z,Global,Global,,Innovation Policy,True,Patents & Intellectual Property | National Programs & Strategy,5,Intergovernmental,WIPO News,2,,2,,https://www.wipo.int/pressroom/en/articles/archive.html?page=2,94993e5028f8a7bfc7888313,2026-07-02T09:00:00+09:00,Excluded,,tech-innovation-v5,具体的な政策内容が確認できないため,none,,政策関連の情報が含まれているが、具体性に欠ける,News & Official Release,,,,,0,link_list,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-01T18:15:00Z,Global,United States,Artificial Intelligence,Technology Innovation,False,,0,Official Company,Google AI,The latest AI news we announced in June 2026,,June Pixel Drop hero,,https://blog.google/innovation-and-ai/technology/ai/google-ai-updates-june-2026/,dc57fe4bb76578549e1674be,2026-07-02T03:15:00+09:00,Excluded,,tech-innovation-v5,技術や政策に関する具体的な内容が確認できないため,none,,AIに関する一般的なニュースが記載されている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-01T17:32:38Z,United States,United States,,Innovation Policy,True,National Programs & Strategy,3,Government,DOE Office of Science News,"Research News Update: July 1, 2026",研究ニュース更新：2026年7月1日,"Research News Update Newsletter: July 1, 2026",量子技術に関する国家プログラムの最新情報が提供されました。,https://content.govdelivery.com/accounts/USDOEOS/bulletins/41e907f,141cb79c0bff0f47b73beb67,2026-07-02T02:32:38+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,,研究ニュースの更新が記載されている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-01T16:00:00Z,Global,United States,Artificial Intelligence,Technology Innovation,False,,0,Official Company,Google AI,New York City educators and industry leaders gathered at Google’s offices to shape the future of AI in classrooms.,,"Google, the New York Jobs CEO Council and Urban Assembly hosted an AI summit for 150 education and industry leaders.",,https://blog.google/products-and-platforms/products/education/nyc-ai-summit/,f64e2fd8a1805beae87ab38e,2026-07-02T01:00:00+09:00,Excluded,,tech-innovation-v5,技術や政策に関する具体的な内容が確認できないため,none,,AIサミットに関する一般的な情報が記載されている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-01T13:00:07Z,United States,United States,,Innovation Policy,True,National Programs & Strategy,3,Government,National Science Foundation News,NSF Discovering Our Universe' gallery to open July 1,,"The new ""U.S. National Science Foundation Discovering Our Universe"" gallery is opening to the public July 1 at the Smithsonian's National Air and Space Museum in Washington, D.C., in celebration of the museum's 50 th anniversary. The gallery…",,https://www.nsf.gov/news/nsf-discovering-our-universe-gallery-open-july-1,aabbd8794ec90b21578268b1,2026-07-01T22:00:07+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,,新しいギャラリーのオープンに関する情報が記載されている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-07-01T03:31:06Z,EU & Europe,European Patent Organisation,,Innovation Policy,True,Patents & Intellectual Property,4,Intergovernmental,European Patent Office News,EPO President visits Angola and São Tomé and Príncipe to strengthen co-operation on innovation and patent protection,,Visit highlights growing co-operation and the signature of a validation agreement with Angola,,https://www.epo.org/en/news-events/news/epo-president-visits-angola-and-sao-tome-and-principe-strengthen-co-operation,43b71c0e699375178e7caffc,2026-07-01T12:31:06+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,,特許保護に関する協力の強化が記載されている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-07-01T00:00:00Z,Global,Global,,Innovation Policy,True,Patents & Intellectual Property | National Programs & Strategy,5,Intergovernmental,WIPO News,1,,1,,https://www.wipo.int/pressroom/en/articles/archive.html,1c3288300b4e418781aae95e,2026-07-01T09:00:00+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,,政策関連の情報が含まれているが、具体性に欠ける,News & Official Release,,,,,0,link_list,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T20:30:26Z,Global,United States,Semiconductors & Telecom,Technology Innovation,False,,0,Official Company,Intel Newsroom,Intel to Report Second-Quarter 2026 Financial Results,,"SANTA CLARA, Calif., June 30, 2026 — Intel Corporation today announced that it will report second-quarter financial results on Thursday, July 23, 2026, promptly after close of market. Intel will then hold an earnings conference call at 2 p.m. PDT that day to discuss the results.A live public webcast of the earnings conference call can … The post Intel to Report Second-Quarter 2026 Financial Results appeared first on Newsroom .",,https://newsroom.intel.com/corporate/intel-to-report-second-quarter-2026-financial-results,eddaf5eb196c3d5ad8275ee2,2026-07-01T05:30:26+09:00,Excluded,,tech-innovation-v5,企業の財務報告に関する記事で、技術や政策に関する具体的な情報がないため。,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T16:50:02Z,Global,United States,Artificial Intelligence | Quantum,Technology Innovation,False,,0,Official Company,Microsoft Research,SkillOpt: Agent skills as trainable parameters,,"AI agents often fail because their instructions, or skills, are manually modified with no guarantee of improvement. Learn how SkillOpt turns skill editing into a training process, making agent behavior more reliable without changing model weights. The post SkillOpt: Agent skills as trainable parameters appeared first on Microsoft Research .",,https://www.microsoft.com/en-us/research/blog/skillopt-agent-skills-as-trainable-parameters/,5f3b27f9ba71b512b409553d,2026-07-01T01:50:02+09:00,Excluded,,tech-innovation-v5,AIエージェントのスキルに関する技術的な説明はあるが、政策や研究開発の具体的な内容が不足しているため。,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T15:26:09Z,United States,United Kingdom,Artificial Intelligence,Technology Innovation,False,,1,Major Media,The Guardian Technology,Silicon Valley donations make Colorado Democratic primary one of state’s most expensive,,"Manny Rutinel’s House campaign draws millions from big tech as pro- and anti-AI factions spar over regulation Political groups funded by top tech executives have been homing in on one local race in Colorado, as the state’s Democratic primary vote gets under way on Tuesday. Democrat Manny Rutinel, who’s running in the competitive eighth congressional district for a seat in the House, has seen his campaign boosted with at least $2m in donations from committees led by the former Google CEO Eric Schmidt and crypto billionaire Chris Larsen. Rutinel is a progressive candidate running against former state representative and centrist Democrat Shannon Bird. During his campaign, he has focused on his…",,https://www.theguardian.com/technology/2026/jun/30/silicon-valley-donations-colorado-democratic-primary,ae3804df8d492779d9c20a10,2026-07-01T00:26:09+09:00,Excluded,,tech-innovation-v5,AIに関する一般的な情報に留まるため,none,AIに関する政治資金,AIに関連する政治資金の動き,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T15:00:07Z,United States,United States,,Innovation Policy,True,National Programs & Strategy,4,Government,National Science Foundation News,Action! NSF-DOE Vera C. Rubin Observatory begins capturing the greatest cosmic movie ever made,行動開始！NSF-DOEルビン天文台が宇宙の観測を開始,"The wait is over: NSF–DOE Rubin Observatory, funded by the U.S. National Science Foundation and the U.S. Department of Energy's (DOE) Office of Science , is now capturing the cosmos...",NSF-DOEルビン天文台が宇宙の観測を開始しました。,https://www.nsf.gov/news/action-nsf-doe-vera-c-rubin-observatory-begins-capturing,8396c7108474100fc3c5ab3c,2026-07-01T00:00:07+09:00,New,,tech-innovation-v4,宇宙観測に関する国家プログラムの開始に関する情報。,technology_policy,宇宙観測プログラム,NSF-DOEルビン天文台が宇宙を観測するプログラムを開始したこと。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T14:01:00Z,United States,United States,Biotechnology | Healthcare,Technology Innovation,False,,2,Government,NIH News Releases,NIH's All of Us Research Program is now the largest integrated genomics and health database in the world,,"Data from more than 747,000 participants is now available to scientists, powering next-generation discoveries in precision medicine.",,https://nih.gov/news-events/news-releases/nihs-all-us-research-program-now-largest-integrated-genomics-health-database-world,b5919f4732f402cb125f3404,2026-06-30T23:01:00+09:00,Excluded,Historical backfill from an allowlisted source.,tech-innovation-v5,NIHの研究プログラムに関する記事だが、具体的な政策や技術革新に関する情報が不足しているため。,none,,,News & Official Release,,,,,0,Original-site sitemap and page metadata,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T13:00:02Z,Asia,United States,Artificial Intelligence | Semiconductors & Telecom,Technology Innovation,False,,0,Official Company,Intel Newsroom,Three ways Intel and MSI co-engineered the world’s first Arc G3 handheld,,"At Computex in Taipei, Taiwan, the world got a glimpse into the first handheld gaming device powered by the all-new Intel® Arc™ G3 Extreme processor.Created by Taiwan-based MSI, the Claw 8 EX AI+ is now available for sale in an eye-catching “void purple” color exclusive to the device.But creating an all-new handheld design isn’t like … The post Three ways Intel and MSI co-engineered the world’s first Arc G3 handheld appeared first on Newsroom .",,https://newsroom.intel.com/client-computing/three-ways-intel-msi-co-engineered-worlds-first-arc-g3-handheld,271982d37192e2e84c8f1e27,2026-06-30T22:00:02+09:00,Excluded,,tech-innovation-v5,企業の製品発表に関する記事で、技術や政策に関する具体的な情報がないため。,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T11:15:00Z,Asia,China / Germany,Semiconductors & Telecom,Technology Innovation,False,,1,Policy Institute,MERICS,"Italy: Biopharma, automotive and telecoms sectors are facing China’s technological power",,"According to Goldman Sachs forecasts, Italy is one of the countries that will suffer most from the impact of Chinese industrial plans for the 2026-30 period.",,https://merics.org/en/report/italy-biopharma-automotive-and-telecoms-sectors-are-facing-chinas-technological-power,879e0f67579e3ddb23fb4186,2026-06-30T20:15:00+09:00,Excluded,Historical backfill from an allowlisted source.,tech-innovation-v5,中国の技術力に関する一般的な分析記事で、具体的な技術や政策に関する情報が不足しているため。,none,,,News & Official Release,,,,,0,Original-site sitemap and page metadata,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T06:00:00Z,EU & Europe,United States,Artificial Intelligence,Technology Innovation,False,,0,Official Company,Google AI,Unlocking Britain’s next era of productivity: Building a nation of AI trailblazers,,"Four illustrated characters representing different professional roles, including a scientist, technician, explorer, and observer.",,https://blog.google/company-news/inside-google/around-the-globe/google-europe/united-kingdom/unlocking-britains-next-era-of-productivity-building-a-nation-of-ai-trailblazers/,5318e0ba4dd3f11c49c78cea,2026-06-30T15:00:00+09:00,Excluded,,tech-innovation-v5,AIに関する一般的な提言で、具体的な技術や政策に関する情報が不足しているため。,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-30T05:00:18Z,Asia,Japan,,Innovation Policy,True,National Programs & Strategy,3,Government,NISTEP Updates,研究活動におけるオープンソース・データの利用に関する簡易調査：2026年度実施版[調査資料-357]を公表しました(6/30),研究活動におけるオープンソース・データの利用に関する簡易調査：2026年度実施版[調査資料-357]を公表しました(6/30),本調査では、2023年までを対象とした前回調査に続き、研究活動におけるオープンソース・オープンデータの利用状況を把握するため、物理・情報系分野の主要なプレプリントサーバであるarXivを対象に、2024年、2025年分を追加して調査しました。 調査の結果、オープンデータの公開・共有サービスであるZenodo及びfigshareへの言及は、件数・割合ともに増加傾向にあるものの、依然として低調であることが確認されました。一方、ソースコードの公開・共有に広く用いられるGitHubについては、計算機科学 ... 続きを読む,本調査では、2023年までを対象とした前回調査に続き、研究活動におけるオープンソース・オープンデータの利用状況を把握するため、物理・情報系分野の主要なプレプリントサーバであるarXivを対象に、2024年、2025年分を追加して調査しました。 調査の結果、オープンデータの公開・共有サービスであるZenodo及びfigshareへの言及は、件数・割合ともに増加傾向にあるものの、依然として低調であることが確認されました。一方、ソースコードの公開・共有に広く用いられるGitHubについては、計算機科学 ... 続きを読む,https://www.nistep.go.jp/archives/63432/,a8e549d66c0057e2ba8948de,2026-06-30T14:00:18+09:00,Excluded,,tech-innovation-v4,オープンソース・データの利用状況調査に関する内容だが、具体的な技術や研究開発に関する情報が不足しているため,none,オープンソース・データの利用状況,調査結果が示されているが、具体的な技術や政策に関する情報が不足している。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-06-30T00:00:00Z,Global,Global,Robotics,Technology Innovation,False,,0,Preprint,arXiv (Cornell University),CoDex: Learning Compositional Dexterous Functional Manipulation without Demonstrations,CoDex: デモなしでの機能的操作の学習,OpenAlex research topics: Robot Manipulation and Learning; Reinforcement Learning in Robotics; Soft Robotics and Applications; GRASP; Task (project management); Robot; Object (grammar); Reinforcement learning; Function (biology); Mechanism (biology); Task analysis,デモなしで機能的操作を学習するための新しいアプローチが提案されている。,https://openalex.org/W7167154222,35d402b402a9608c13756e83,2026-06-30T09:00:00+09:00,Excluded,OpenAlex record; work type=preprint; citations=0,tech-innovation-v5,具体的な技術内容が不明確なため,none,ロボット操作と学習,ロボット操作に関する研究,Preprint,openalex-abstract-v2,Not peer reviewed,arXiv (Cornell University),,0,OpenAlex,Historical Backfill
2026-07-26T21:45:54+09:00,2026-06-29T23:00:22Z,EU & Europe,European Patent Organisation,,Innovation Policy,True,Patents & Intellectual Property,4,Intergovernmental,European Patent Office News,EPO publishes Annual Review 2025,,Quality and user satisfaction remain high as global impact of European patent system grows,,https://www.epo.org/en/news-events/news/epo-publishes-annual-review-2025,68a37fc720f0dfcbd03e2cb1,2026-06-30T08:00:22+09:00,New,,,,,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-29T21:14:22Z,Global,United States,Artificial Intelligence,Technology Innovation,False,,0,Official Company,Microsoft Research,Memora: A Harmonic Memory Representation Balancing Abstraction and Specificity,Memora: 抽象と特異性のバランスを取る調和的メモリ表現,"AI agents can't remember past conversations. They must constantly reload or retrieve context, which grows less efficient as tasks get longer and more complex. Memora solves this with a scalable memory system separating what’s stored from how it's retrieved. The post Memora: A Harmonic Memory Representation Balancing Abstraction and Specificity appeared first on Microsoft Research .",AIエージェントが過去の会話を記憶できない問題を解決するために、Memoraがスケーラブルなメモリシステムを提案した。,https://www.microsoft.com/en-us/research/blog/memora-a-harmonic-memory-representation-balancing-abstraction-and-specificity/,6c035ef4d4202a4874e60b97,2026-06-30T06:14:22+09:00,New,,tech-innovation-v5,AIのメモリシステムに関する技術的な発表,research_breakthrough,AIメモリシステム,Memoraがスケーラブルなメモリシステムを解決することを述べている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-29T20:46:04Z,United States,United States,Quantum,Innovation Policy,True,National Programs & Strategy,3,Government,National Science Foundation News,Podcast: The future of quantum cryptography,ポッドキャスト：量子暗号の未来,Secure information is essential in the digital exchanges of modern life. NSF-supported professor Vinod Vaikuntanathan discusses quantum cryptography and the future of encryption...,量子暗号の未来についてのポッドキャストが公開されました。,https://www.nsf.gov/news/podcast-future-quantum-cryptography,0413c7fc6b0713b1dedcb412,2026-06-30T05:46:04+09:00,New,,tech-innovation-v4,量子暗号に関する国家戦略に関連する情報。,technology_policy,量子暗号技術,量子暗号に関する教授のインタビュー。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-29T16:00:00Z,Global,United States,Artificial Intelligence,Technology Innovation,False,,0,Official Company,Google AI,Ask an AI expert: What exactly is the full stack?,,An illustration depicting a full-stack AI infrastructure against a dark background,,https://blog.google/innovation-and-ai/technology/ai/full-stack-ai-explainer/,e0616775a3b94cd091d815dc,2026-06-30T01:00:00+09:00,Excluded,,tech-innovation-v5,技術や政策に関する具体的な内容が確認できないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-29T13:29:31Z,Global,United States,Artificial Intelligence | Semiconductors & Telecom,Technology Innovation,False,,0,Official Company,Intel Newsroom,"America 250: At a Pivotal Moment for the Nation, Intel is Advancing U.S. Innovation, AI, and Manufacturing",,"NEWS HIGHLIGHTS: The U.S. is at an inflection point. Artificial intelligence is reshaping global competition and increasing the need for secure, domestic semiconductor production. U.S. leadership in the AI era will be defined by innovation, domestic manufacturing, and workforce readiness. Strong semiconductor leadership is essential to economic growth, national security, and long-term global competitiveness. For … The post America 250: At a Pivotal Moment for the Nation, Intel is Advancing U.S. Innovation, AI, and Manufacturing appeared first on Newsroom .",,https://newsroom.intel.com/corporate/america-250-intel-is-advancing-us-innovation,098c10ab8b913f1db9283ecf,2026-06-29T22:29:31+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策の内容が不足しているため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-29T12:00:00Z,United States,United States,Quantum,Innovation Policy,True,Public Procurement & Industrial Policy,3,Government,NIST News,NIST Launches Center to Drive the Manufacture of Quantum Technologies,NIST、量子技術の製造を推進するセンターを設立,NIST has announced an agreement with SRI International to establish the Quantum Manufacturing Engineering Center (QMEC).,NISTは、量子製造工学センター（QMEC）を設立するためにSRIインターナショナルとの合意を発表した。,https://www.nist.gov/news-events/news/2026/06/nist-launches-center-drive-manufacture-quantum-technologies,2d90197d96166b4d1d7f7c11,2026-06-29T21:00:00+09:00,New,,tech-innovation-v5,量子技術の製造を推進するためのセンター設立に関する政策情報が含まれているため,technology_policy,量子製造工学センターの設立,NISTがSRIインターナショナルと合意し、量子製造工学センターを設立することを発表した。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-06-29T01:13:24Z,EU & Europe,European Patent Organisation,,Innovation Policy,True,Patents & Intellectual Property,4,Intergovernmental,European Patent Office News,EPO joins Pride celebrations in Munich and Vienna,,United in diversity with over 230 000 participants in each city,,https://www.epo.org/en/news-events/news/epo-joins-pride-celebrations-munich-and-vienna,c7a6ea12cbe19ecd16e18354,2026-06-29T10:13:24+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策に関する情報がないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-06-29T00:00:00Z,Global,Global,Fusion Energy,Technology Innovation,False,,0,Preprint,arXiv (Cornell University),Harnessing Toroidal Neutral Flows to Enhance Divertor Particle Exhaust,トロイダル中性流を利用したダイバータ粒子排出の強化,OpenAlex research topics: Magnetic confinement fusion research; Fusion materials and technologies; Nuclear reactor physics and engineering; Divertor; Tokamak; Toroid; Fusion power; Plasma; Neutral particle; Curvilinear coordinates; Pedestal; Helium,核融合研究におけるトロイダル中性流の利用に関する研究が発表された。,https://openalex.org/W7166900160,c0f8dfb2d641935c085b9cd5,2026-06-29T09:00:00+09:00,Excluded,OpenAlex record; work type=preprint; citations=0,tech-innovation-v5,具体的な技術や政策に関する情報がないため,none,,,Preprint,openalex-abstract-v2,Not peer reviewed,arXiv (Cornell University),,0,OpenAlex,Historical Backfill
2026-07-26T21:45:54+09:00,2026-06-29T00:00:00Z,Global,Global,Fusion Energy | Quantum,Technology Innovation,False,,0,Preprint,arXiv (Cornell University),Quantum Computations on Fusion Blanket Molten Salts,核融合ブランケット溶融塩における量子計算,OpenAlex research topics: Fusion materials and technologies; Cold Fusion and Nuclear Reactions; Atomic and Molecular Physics; Tritium; Quantum; Fusion; Ab initio; Workflow; Fragment (logic); Molecular dynamics; Ab initio quantum chemistry methods; Blanket,核融合ブランケットに関連する量子計算に関する研究が発表された。,https://openalex.org/W7166900467,a13bde138787eb63bed73f80,2026-06-29T09:00:00+09:00,Excluded,OpenAlex record; work type=preprint; citations=0,tech-innovation-v5,具体的な技術や政策に関する情報がないため,none,,,Preprint,openalex-abstract-v2,Not peer reviewed,arXiv (Cornell University),,0,OpenAlex,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-29T00:00:00Z,EU & Europe,International / France,Fusion Energy,Technology Innovation,False,,2,Intergovernmental,ITER News,Governance week,,"The governing body of the ITER Organization, the ITER Council, just concluded its first regular meeting of 2026.",,https://www.iter.org/node/20687/governance-week,982c3e61473ced3a5f7a5d25,2026-06-29T09:00:00+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策に関する情報がないため,none,,,News & Official Release,,,,,0,html,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-29T00:00:00Z,EU & Europe,International / France,Fusion Energy,Technology Innovation,False,,2,Intergovernmental,ITER News,Standing tall,,The placement of the final 110-tonne central solenoid module means the world’s largest pulsed superconducting electromagnet has now reached its full height.,,https://www.iter.org/node/20687/standing-tall,234b349c146d80c18a8bd278,2026-06-29T09:00:00+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策に関する情報がないため,none,,,News & Official Release,,,,,0,html,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-27T00:00:00Z,Global,Global,Biotechnology,Technology Innovation,False,,0,Preprint,bioRxiv (Cold Spring Harbor Laboratory),Synergistic CRISPR-Cas Antimicrobials through Essential and Defensive Gene Cotargeting in <i>Staphylococcus aureus</i>,必須および防御遺伝子の共同ターゲティングによるCRISPR-Cas抗微生物剤の相乗効果,OpenAlex research topics: CRISPR and Genetic Engineering; Bacterial Genetics and Biotechnology; RNA and protein synthesis mechanisms; Antimicrobial; Gene; Staphylococcus aureus; Pathogen; CRISPR; Locus (genetics); Phenotype,CRISPR技術に関する新しい研究成果が示されている。,https://doi.org/10.64898/2026.06.25.734632,6e3725303a7713be5a875629,2026-06-27T09:00:00+09:00,Excluded,OpenAlex record; work type=preprint; citations=1,tech-innovation-v5,具体的な技術や政策に関する情報がないため,none,,,Preprint,openalex-abstract-v2,Not peer reviewed,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.64898/2026.06.25.734632,1,OpenAlex,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-26T14:45:17Z,United States,United States,Robotics,Technology Innovation,False,,0,Government,National Science Foundation News,Podcast: Brain-computer interface controls exoskeleton,ポッドキャスト：脳-コンピュータインターフェースが外骨格を制御,"Payam Heydari discusses a breakthrough brain-computer interface that controls a robotic exoskeleton, technology that could transform the lives of people living with spinal cord injuries...",Payam Heydariが脊髄損傷を持つ人々の生活を変える可能性のある脳-コンピュータインターフェースのブレークスルーについて語ります。,https://www.nsf.gov/news/podcast-brain-computer-interface-controls-exoskeleton,37ad9acbe021f897aeaac025,2026-06-26T23:45:17+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,脳-コンピュータインターフェース,ロボット外骨格を制御する技術についての議論があるが、詳細が不明,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-26T04:47:39Z,United States,Japan,,Innovation Policy,True,National Programs & Strategy,4,Government,NISTEP Updates,DP244「研究文化をめぐる対話と展開」関連資料を公開――研究者対象のウェルビーイングと研究文化の全国調査に向けて(6/26),研究文化をめぐる対話と展開に関する資料公開,文部科学省 科学技術・学術政策研究所（NISTEP）は、DISCUSSION PAPER No.244「研究文化をめぐる対話と展開」の関連資料一式を公開しました。あわせて、NISTEPウェルビーイング・研究文化チームは今年度（令和8年度）、研究者を対象としたウェルビーイング（well-being：心身・社会的に良好で、いきいきと生きられている状態）と研究文化に関する全国調査の実施に向けて、準備を進めています。本ページでは、これらの取組に関する報告書・発表資料に加え、関連する国際的な動向の資料を ... 続きを読む,文部科学省が研究者対象のウェルビーイングと研究文化に関する全国調査の準備を進めています。,https://www.nistep.go.jp/archives/63398/,ff67a3172cc526b012791921,2026-06-26T13:47:39+09:00,New,,tech-innovation-v5,研究者対象の全国調査に関する政策が示されているため,technology_policy,研究者のウェルビーイングと研究文化,文部科学省が全国調査を実施する準備を進めている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-06-26T01:30:26Z,Asia,Japan,,Innovation Policy,True,National Programs & Strategy | Patents & Intellectual Property,5,Government,NISTEP Updates,親子企業間における資源再配分と特許活動の特性：知識活用および技術多様化に関する実証分析 [DISCUSSION PAPER No.251]を公表しました(6/26),親子企業間の資源再配分と特許活動の特性,本研究は、親子企業間で研究開発資源（研究者及び研究開発費）の移動が観察される企業とそうでない企業との間で、特許ベースの成果指標の違いを検証しました。分析の結果、以下の三点が明らかになりました。 親子企業間で研究開発資源の移動が観察される企業において、特許出願数や研究開発資源当たりの特許生産性といった量的・効率的側面で明確な優位性はない。 研究者の移動が行われている企業では、特許の前方引用および後方引用の相対的水準が高く、特に引用頻度の高い特許を参照する傾向がある。 研究開発費の移動を伴う企業では ... 続きを読む,親子企業間での研究開発資源の移動に関する特許活動の特性についての実証分析が行われました。,https://www.nistep.go.jp/archives/63333/,25352f245236dac75576baa7,2026-06-26T10:30:26+09:00,New,,tech-innovation-v5,親子企業間の研究開発資源移動に関する特許活動の分析が行われているため,technology_policy,親子企業間の資源再配分と特許活動,特許ベースの成果指標の違いを検証した研究が発表された,News & Official Release,,,,,0,feed,Historical Backfill
